[ 2016-08-20T11:45:13+08:00 ] /QA/index.php/List/index/id/6 | INFO: Tag[ route_check ] --START--
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010001s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | SQL: SELECT id,pwd,username FROM `wl_index_user` WHERE ( `username` = 'jinpeng' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | NOTIC: [8] Undefined index: lock IndexAction.class.php 第 70 行.
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.004000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.022001s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022001s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003001s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008001s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2016-08-20T19:32:45+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.012001s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003001s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.004001s ]
[ 2016-08-20T19:32:46+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.038002s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.038002s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:47+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.013001s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | NOTIC: [8] Undefined index: uid IndexAction.class.php 第 23 行.
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.037002s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.037002s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:48+08:00 ] /QA/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ route_check ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.010000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | SQL: SELECT id,pwd,username FROM `wl_index_user` WHERE ( `username` = '小呆' ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | NOTIC: [8] Undefined index: lock IndexAction.class.php 第 70 行.
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run ParseTemplate Behavior [ RunTime:0.017001s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017001s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run ContentReplace Behavior [ RunTime:0.002001s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005001s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:54+08:00 ] /QA/index.php/Index/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ route_check ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run ParseTemplate Behavior [ RunTime:0.044003s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.044003s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:32:55+08:00 ] /QA/index.php/Index/index/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.010001s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.009001s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | NOTIC: [8] Undefined index: uid IndexAction.class.php 第 23 行.
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_parse ] --START--
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.033002s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033002s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_filter ] --START--
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_end ] --START--
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:33:06+08:00 ] /QA/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --START--
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.011001s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) ORDER BY ask_time DESC LIMIT 5   [ RunTime:0.001000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 1 ) LIMIT 5   [ RunTime:0.000000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.011001s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | NOTIC: [8] Undefined index: uid IndexAction.class.php 第 23 行.
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT `experience`,`money` FROM `wl_index_user` WHERE ( `id` = null ) LIMIT 1   [ RunTime:0.000000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt DESC LIMIT 10   [ RunTime:0.000000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --START--
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-08-20T19:33:28+08:00 ] /QA/index.php | INFO: Tag[ view_parse ] --START--
